source,target,edge_source,year_source,period
10.1007/s10639-023-11880-9,10.1007/s10639-021-10700-2,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1007/s11528-019-00410-5,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1016/j.tsc.2022.101224,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1177/07356331211033158,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1111/jcal.12591,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1007/s10639-021-10765-z,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1016/j.compedu.2021.104222,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1080/10494820.2019.1612448,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1016/j.compedu.2022.104457,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1016/j.compedu.2019.103798,openalex,2024,p3_2020_2026
10.1007/s10639-023-11880-9,10.1080/10494820.2018.1534245,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1080/2331186x.2023.2191751,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1186/s41239-021-00311-9,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1186/s40594-023-00434-7,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1111/jcal.12921,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1007/s11528-023-00841-1,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.3390/educsci13040404,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1007/s40692-023-00300-z,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.3389/fpsyg.2021.828568,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1002/cae.22529,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1177/07356331231211916,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1016/j.compedu.2023.104961,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1007/s10639-022-11342-8,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1080/00368121.2022.2071817,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1016/j.entcom.2024.100637,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1007/s11423-024-10364-y,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.11591/ijere.v12i2.24232,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1177/10567879221076077,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.3390/su141912663,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.1177/07356331241248686,openalex,2024,p3_2020_2026
10.3389/fcomp.2024.1480404,10.15388/infedu.2024.08,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1016/j.caeai.2023.100147,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.3390/educsci12010010,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1016/j.compedu.2019.103798,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1177/0735633120964402,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1177/0735633119872908,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1016/j.chb.2019.03.018,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1016/j.chb.2019.03.003,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1007/s10639-023-12022-x,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.3389/feduc.2022.757627,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1177/07356331211037757,openalex,2024,p3_2020_2026
10.1109/tlt.2024.3392896,10.1111/bjet.13157,openalex,2024,p3_2020_2026
10.1007/978-3-031-54975-5_12,10.1145/3545945.3569823,openalex,2024,p3_2020_2026
10.1007/978-3-031-54975-5_12,10.1007/978-3-031-54975-5_12,openalex,2024,p3_2020_2026
10.15388/infedu.2024.03,10.1111/bjet.13085,openalex,2024,p3_2020_2026
10.15388/infedu.2024.03,10.1177/21582440211016418,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.3389/frobt.2022.720448,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.3389/fpsyg.2021.828568,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.13189/ujer.2020.080135,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.1016/j.lmot.2022.101802,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.1007/s40299-019-00480-2,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.1016/j.chb.2020.106349,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.3390/s22103746,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.1109/fie44824.2020.9274021,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2328280,10.1177/0735633120978530,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.3389/fcomp.2022.997222,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1007/s10639-022-10921-z,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1109/tetc.2017.2768550,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1007/s10798-020-09562-5,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1007/s11191-021-00202-5,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1016/j.compedu.2022.104664,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1080/03057267.2021.1963580,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.29333/ejmste/11177,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1080/10494820.2021.1931891,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.3390/su141912663,openalex,2024,p3_2020_2026
10.56294/sctconf2024659,10.1109/tlt.2021.3111108,openalex,2024,p3_2020_2026
10.1080/1475939x.2024.2316087,10.1016/j.compedu.2019.103798,openalex,2024,p3_2020_2026
10.1080/10494820.2024.2308092,10.15388/infedu.2022.07,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1007/s10209-020-00789-6,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1016/j.compedu.2020.103832,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1177/0735633120964402,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1016/j.compedu.2021.104222,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1007/s40299-019-00478-w,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1016/j.compedu.2019.103798,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1016/j.compedu.2020.104023,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1007/s10639-022-11445-2,openalex,2024,p3_2020_2026
10.1007/s10639-023-12313-3,10.1080/10494820.2021.1943687,openalex,2024,p3_2020_2026
10.1111/bjet.13358,10.1080/15391523.2021.1983894,openalex,2024,p3_2020_2026
10.1111/bjet.13358,10.1111/bjet.13157,openalex,2024,p3_2020_2026
10.1111/bjet.13358,10.1080/10494820.2021.1983610,openalex,2024,p3_2020_2026
10.1111/bjet.13358,10.1016/j.compedu.2020.104023,openalex,2024,p3_2020_2026
10.1111/bjet.13358,10.1007/s10639-022-10921-z,openalex,2024,p3_2020_2026
10.1111/bjet.13358,10.1007/s10639-022-10992-y,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2214185,10.1177/0735633119872908,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2214185,10.1177/07356331211033158,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2214185,10.1080/10645578.2020.1732184,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2214185,10.1080/21532974.2019.1693942,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2214185,10.1007/s10956-020-09831-x,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2214185,10.1016/j.compedu.2021.104222,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2207197,10.1080/10494820.2019.1580750,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2207197,10.1177/0735633120967315,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1111/bjet.13157,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1007/s11423-021-10016-5,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1080/10494820.2021.1938612,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1007/s11858-020-01200-7,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1007/s11423-019-09708-w,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1016/j.tsc.2021.100833,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1080/10494820.2019.1635495,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1007/s40299-019-00480-2,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1080/15391523.2020.1834474,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1177/0735633120972356,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1177/07356331211017794,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1016/j.compedu.2020.104023,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1007/s10758-018-9391-y,openalex,2024,p3_2020_2026
10.1080/10494820.2023.2194929,10.1080/10494820.2021.1943687,openalex,2024,p3_2020_2026
10.1080/03004279.2022.2150063,10.1016/j.tsc.2021.100888,openalex,2024,p3_2020_2026
10.1080/03004279.2022.2150063,10.1007/s40692-020-00177-2,openalex,2024,p3_2020_2026
10.1080/03004279.2022.2150063,10.1080/08993408.2021.1877988,openalex,2024,p3_2020_2026
10.1080/03004279.2022.2150063,10.1007/s10956-019-09801-y,openalex,2024,p3_2020_2026
10.1080/10494820.2022.2129392,10.1007/s10639-020-10355-5,openalex,2024,p3_2020_2026
10.1080/10494820.2022.2129392,10.1016/j.compedu.2019.103759,openalex,2024,p3_2020_2026
10.1080/10494820.2022.2129392,10.1080/15391523.2020.1713263,openalex,2024,p3_2020_2026
10.1177/10567879221076077,10.1016/j.ijcci.2021.100337,openalex,2024,p3_2020_2026
10.1177/10567879221076077,10.1177/0735633119872908,openalex,2024,p3_2020_2026
10.1177/10567879221076077,10.1080/10645578.2020.1732184,openalex,2024,p3_2020_2026
10.1177/10567879221076077,10.1007/s10758-019-09423-8,openalex,2024,p3_2020_2026
10.1177/10567879221076077,10.3389/feduc.2021.657895,openalex,2024,p3_2020_2026
10.1177/10567879221076077,10.1002/cae.22369,openalex,2024,p3_2020_2026
10.1177/10567879221076077,10.1177/0735633120988807,openalex,2024,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1016/j.compedu.2021.104222,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1007/s10956-020-09831-x,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1007/s40299-019-00478-w,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1016/j.compedu.2019.103798,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1016/j.ijcci.2021.100337,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.3390/educsci12020143,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1016/j.chb.2019.03.018,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1080/21532974.2019.1693942,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1111/bjet.13266,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1080/08993408.2021.1877988,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1007/s10639-021-10700-2,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1007/s12144-021-02085-9,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1111/bjet.13215,openalex,2023,p3_2020_2026
10.1016/j.caeo.2023.100122,10.1007/s10643-021-01236-8,openalex,2023,p3_2020_2026
10.1007/s11858-023-01509-z,10.1177/0735633120979930,openalex,2023,p3_2020_2026
10.1007/s11858-023-01509-z,10.1007/s10798-020-09562-5,openalex,2023,p3_2020_2026
10.1007/s11858-023-01509-z,10.1080/0020739x.2020.1736349,openalex,2023,p3_2020_2026
10.1007/s11858-023-01509-z,10.1007/s11858-020-01200-7,openalex,2023,p3_2020_2026
10.1007/s11858-023-01509-z,10.1080/10494820.2019.1612448,openalex,2023,p3_2020_2026
10.1007/s11858-023-01509-z,10.1186/s40594-023-00396-w,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1007/s10639-020-10355-5,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1007/s11528-022-00727-8,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1111/jcal.12591,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.3390/educsci12060380,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1080/20004508.2019.1627844,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1145/3501385.3543979,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1007/s10956-022-09965-0,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1016/j.chbr.2021.100166,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1111/bjet.13092,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1016/j.compedu.2021.104222,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1186/s40594-023-00417-8,openalex,2023,p3_2020_2026
10.1186/s40594-023-00438-3,10.1016/j.compedu.2022.104457,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1007/s10639-021-10515-1,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1186/s40594-023-00434-7,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1016/j.compedu.2023.104794,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1177/0735633120965919,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1109/access.2020.3043278,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1109/cog47356.2020.9231881,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1007/978-3-030-26945-6_3,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1016/j.chb.2020.106349,openalex,2023,p3_2020_2026
10.1186/s40594-023-00447-2,10.1016/j.caeo.2021.100069,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1007/s10639-021-10515-1,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1016/j.chb.2019.106185,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1007/s11423-021-10031-6,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1111/bjet.13085,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1177/0735633120965919,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1177/0735633119887187,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1109/access.2020.3043278,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1007/s40299-019-00479-9,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1016/j.elerap.2020.101011,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1080/10494820.2019.1674883,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1080/15391523.2020.1713263,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1007/s10639-020-10213-4,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1177/0735633120932871,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1007/s11042-020-09202-z,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1007/s10639-020-10255-8,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1080/10494820.2021.1931891,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1002/cae.22369,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1007/s10956-019-09801-y,openalex,2023,p3_2020_2026
10.1177/07356331231180951,10.1109/tlt.2021.3111108,openalex,2023,p3_2020_2026
10.1109/te.2023.3297221,10.1080/10494820.2019.1636070,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1016/j.chb.2019.03.018,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1007/s11423-019-09694-z,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1007/s11528-019-00410-5,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1016/j.compedu.2020.103832,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1007/s40299-019-00479-9,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1016/j.chb.2019.03.003,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1007/s40299-019-00478-w,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1016/j.compedu.2019.103798,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1080/10494820.2018.1534245,openalex,2023,p3_2020_2026
10.1111/jcal.12850,10.1177/07356331211057143,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1080/02568543.2021.1981503,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1007/s10639-021-10700-2,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1080/10494820.2020.1722712,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1186/s40594-020-00238-z,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1016/j.compedu.2020.103832,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.15388/infedu.2020.01,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1016/j.tsc.2020.100726,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1145/3427596,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1007/s10758-021-09585-4,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1177/21582440211016418,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1007/s40299-019-00479-9,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.3390/mti6020013,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1080/00368121.2022.2071817,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1525/abt.2021.83.2.112,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1007/s10639-022-10992-y,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1016/j.compedu.2021.104222,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1007/s40299-019-00478-w,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1186/s40594-021-00311-1,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1080/10494820.2021.1931891,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1111/jcal.12545,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1016/j.tsc.2021.100926,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1177/07356331211035182,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1016/j.compedu.2019.103798,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1109/rita.2020.3008338,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1177/0735633120972356,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1080/03004279.2022.2029924,openalex,2023,p3_2020_2026
10.1186/s40594-023-00434-7,10.1186/s40594-023-00396-w,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1016/j.chb.2019.106185,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1016/j.chb.2019.03.018,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1007/s11423-021-10031-6,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1177/0735633119872908,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1016/j.compedu.2020.103832,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1007/s10758-018-9391-y,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1080/08993408.2021.1903248,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1007/s10758-021-09587-2,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1007/s10758-019-09423-8,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1016/j.chb.2020.106575,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1177/0735633120965919,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1109/access.2020.3043278,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1016/j.tsc.2020.100714,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1007/s40299-019-00479-9,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1145/3471573,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1016/j.compedu.2019.103759,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.15388/infedu.2020.06,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1007/s10639-020-10213-4,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1007/s12144-021-02085-9,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1111/jcal.12723,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.3991/ijim.v15i20.23739,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1109/tlt.2021.3111108,openalex,2023,p3_2020_2026
10.1177/07356331231178948,10.1080/10494820.2021.1931891,openalex,2023,p3_2020_2026
10.1186/s40594-023-00417-8,10.1016/j.chb.2019.03.018,openalex,2023,p3_2020_2026
10.1186/s40594-023-00417-8,10.1007/s11423-019-09694-z,openalex,2023,p3_2020_2026
10.1186/s40594-023-00417-8,10.1080/21532974.2019.1693940,openalex,2023,p3_2020_2026
10.1186/s40594-023-00417-8,10.1007/s10956-020-09831-x,openalex,2023,p3_2020_2026
10.1186/s40594-023-00417-8,10.1007/978-3-030-26945-6_3,openalex,2023,p3_2020_2026
10.1186/s40594-023-00417-8,10.1007/s40299-019-00478-w,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1177/0735633120979930,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.3390/educsci11030109,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1111/bjet.13085,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1142/9789811236983_0011,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1080/0020739x.2020.1736349,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1007/s11858-020-01200-7,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1080/10494820.2019.1612448,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1080/10986065.2021.1982666,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1007/s10956-020-09836-6,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.1016/j.compedu.2019.103798,openalex,2023,p3_2020_2026
10.1186/s40594-023-00396-w,10.3390/math8122128,openalex,2023,p3_2020_2026
10.1007/s10758-022-09629-3,10.1007/s40692-020-00178-1,openalex,2023,p3_2020_2026
10.1007/s10758-022-09629-3,10.1080/10494820.2020.1811734,openalex,2023,p3_2020_2026
10.1007/s10758-022-09629-3,10.1177/0735633121992479,openalex,2023,p3_2020_2026
10.1007/s10758-022-09629-3,10.1016/j.tsc.2021.100926,openalex,2023,p3_2020_2026
10.1007/s10758-022-09629-3,10.1007/s10758-021-09565-8,openalex,2023,p3_2020_2026
10.1007/s40593-022-00316-z,10.1016/j.chb.2019.03.018,openalex,2023,p3_2020_2026
10.1007/s40593-022-00316-z,10.1016/j.chb.2019.03.003,openalex,2023,p3_2020_2026
10.1007/s40593-022-00316-z,10.1111/bjet.13092,openalex,2023,p3_2020_2026
10.1007/s10758-022-09601-1,10.1007/s10758-018-9391-y,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1016/j.chb.2019.106185,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1186/s40594-020-00238-z,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1007/s11191-020-00141-7,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1007/s10758-018-9391-y,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1080/10494820.2019.1674879,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.15388/infedu.2020.28,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1016/j.tsc.2020.100714,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1007/s10956-019-09798-4,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.14201/eks.23002,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1007/s11858-020-01200-7,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.15388/infedu.2020.06,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1177/0735633120967315,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1177/0735633120932871,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1080/15391523.2020.1834474,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1177/1478210319894785,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.15388/infedu.2020.30,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1007/s10956-019-09801-y,openalex,2023,p3_2020_2026
10.1007/s10758-022-09593-y,10.1007/s11528-019-00423-0,openalex,2023,p3_2020_2026
10.1007/s10758-021-09585-4,10.1007/s10758-018-9391-y,openalex,2023,p3_2020_2026
10.1145/3618115,10.1007/s10956-019-09798-4,openalex,2023,p3_2020_2026
10.1145/3618115,10.1007/s10956-019-09803-w,openalex,2023,p3_2020_2026
10.1145/3618115,10.1007/s10956-019-09802-x,openalex,2023,p3_2020_2026
10.1145/3618115,10.1007/s10956-019-09801-y,openalex,2023,p3_2020_2026
10.1016/j.chb.2023.107903,10.1016/j.chb.2019.106185,openalex,2023,p3_2020_2026
10.1016/j.chb.2023.107903,10.1016/j.compedu.2022.104457,openalex,2023,p3_2020_2026
10.1002/cae.22669,10.1007/s10639-019-10010-8,openalex,2023,p3_2020_2026
10.1002/cae.22669,10.1007/s10639-022-11189-z,openalex,2023,p3_2020_2026
10.1002/cae.22669,10.1016/j.compedu.2019.103798,openalex,2023,p3_2020_2026
10.1002/cae.22669,10.1002/cae.22609,openalex,2023,p3_2020_2026
10.1002/cae.22664,10.1016/j.chb.2019.03.018,openalex,2023,p3_2020_2026
10.1002/cae.22664,10.1007/s11423-019-09708-w,openalex,2023,p3_2020_2026
10.1002/cae.22664,10.1016/j.compedu.2022.104721,openalex,2023,p3_2020_2026
10.1002/cae.22664,10.1177/0735633121992479,openalex,2023,p3_2020_2026
10.1002/cae.22664,10.1177/0735633120988807,openalex,2023,p3_2020_2026
10.1002/cae.22664,10.1002/cae.22321,openalex,2023,p3_2020_2026
10.1007/s10639-023-11806-5,10.1007/s11528-019-00461-8,openalex,2023,p3_2020_2026
10.1007/s10639-023-11806-5,10.1007/s40692-020-00177-2,openalex,2023,p3_2020_2026
