doi,label,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,period
10.3389/feduc.2021.657895,The Impact of Coding Apps to Support Young Children in Computational Thinking and Computational Fluency. A Literature Review,The Impact of Coding Apps to Support Young Children in Computational Thinking and Computational Fluency. A Literature Review,2021,Frontiers in Education,core,0.9083333333333334,3,134.0,134.0,131.0,11.25,337.0,Computational thinking; Fluency; Coding (social sciences); Curriculum; Computer science,p3_2020_2026
10.1016/j.compedu.2021.104425,A cognitive definition of computational thinking in primary education,A cognitive definition of computational thinking in primary education,2022,Computers and Education,broad,0.6333333333333333,3,131.0,131.0,120.0,29.250000000000018,437.0,Curriculum; Cognition; Mathematics education; Computational thinking; Test (biology),p3_2020_2026
10.1177/0735633120972356,The Computational Thinking Scale for Computer Literacy Education,The Computational Thinking Scale for Computer Literacy Education,2021,Journal of Educational Computing Research,core,1.0,3,126.0,126.0,114.0,3.0,370.0,Computational thinking; Mathematics education; Scale (ratio); Computer science; Computer literacy,p3_2020_2026
10.1016/j.caeo.2023.100122,A systematic review of integrating computational thinking in early childhood education,A systematic review of integrating computational thinking in early childhood education,2023,Computers and Education Open,core,1.0,3,125.0,125.0,136.0,60.400000000000006,542.0,Computational thinking; Early childhood education; Cognition; Early childhood; Critical thinking,p3_2020_2026
10.1007/s40692-023-00304-9,Artificial intelligence (AI) learning tools in K-12 education: A scoping review,Artificial intelligence (AI) learning tools in K-12 education: A scoping review,2025,Journal of Computers in Education,broad,0.6333333333333333,3,124.0,124.0,157.0,29.8,735.0,Computer science; Artificial intelligence; Literacy; Learning sciences; Mathematics education,p3_2020_2026
10.1186/s40594-023-00396-w,Integration of computational thinking in K-12 mathematics education: a systematic review on CT-based mathematics instruction and student lea,Integration of computational thinking in K-12 mathematics education: a systematic review on CT-based mathematics instruction and student learning,2023,International Journal of STEM Education,broad,0.5416666666666667,3,119.0,119.0,108.0,4.35,545.0,Mathematics education; Construct (python library); Connected Mathematics; Computational thinking; Reform mathematics,p3_2020_2026
10.1016/j.chb.2020.106575,An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking,An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking,2021,Computers in Human Behavior,broad,0.7583333333333333,2,119.0,119.0,110.0,8.0,426.0,Personalization; Educational game; Mathematics education; Computer science; Adaptive learning,p3_2020_2026
10.1016/j.compedu.2022.104457,Programming attitudes predict computational thinking: Analysis of differences in gender and programming experience,Programming attitudes predict computational thinking: Analysis of differences in gender and programming experience,2022,Computers and Education,core,0.8166666666666667,3,117.0,117.0,119.0,0.75,203.0,Programming paradigm; Computer science; Computer programming; Inductive programming; Mathematics education,p3_2020_2026
10.1109/access.2020.2977679,Design and Evaluation of a Deep Learning Recommendation Based Augmented Reality System for Teaching Programming and Computational Thinking,Design and Evaluation of a Deep Learning Recommendation Based Augmented Reality System for Teaching Programming and Computational Thinking,2020,IEEE Access,core,0.8166666666666667,3,117.0,117.0,113.0,,381.0,Computer science; Creativity; Computational thinking; Logical reasoning; Mathematics education,p3_2020_2026
10.1007/s10639-021-10700-2,A systematic literature review regarding computational thinking and programming in early childhood education,A systematic literature review regarding computational thinking and programming in early childhood education,2022,Education and Information Technologies,core,1.0,3,114.0,114.0,115.0,4.2,282.0,Computational thinking; Scopus; Scope (computer science); Early childhood education; Computer science,p3_2020_2026
10.1177/0735633120965919,From Gaming to Computational Thinking: An Adaptive Educational Computer Game-Based Learning Approach,From Gaming to Computational Thinking: An Adaptive Educational Computer Game-Based Learning Approach,2021,Journal of Educational Computing Research,core,0.8500000000000001,2,114.0,114.0,125.0,,359.0,Computational thinking; Computer science; Mathematics education; Educational technology; Educational game,p3_2020_2026
10.1145/3626252.3630909,Prompt Problems: A New Programming Exercise for the Generative AI Era,Prompt Problems: A New Programming Exercise for the Generative AI Era,2024,"PROCEEDINGS OF THE 55TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION, SIGCSE 2024, VOL. 1",core,0.8500000000000001,2,112.0,112.0,154.0,5.0,160.0,Generative grammar; Computer science; Artificial intelligence; Programming language,p3_2020_2026
10.1016/j.compedu.2020.103807,The effects of coding on children's planning and inhibition skills,The effects of coding on children's planning and inhibition skills,2020,Computers and Education,broad,0.7250000000000001,3,112.0,112.0,107.0,82.15000000000003,282.0,Coding (social sciences); Psychology; Curriculum; Cognition; Pedagogy,p3_2020_2026
10.1016/j.ijcci.2021.100337,"Preschool children, robots, and computational thinking: A systematic review","Preschool children, robots, and computational thinking: A systematic review",2021,International Journal of Child-Computer Interaction,core,0.8166666666666667,3,111.0,111.0,105.0,3.7,243.0,Context (archaeology); Computational thinking; Debugging; Computer science; Asset (computer security),p3_2020_2026
10.1177/0735633121994070,Educational Robots Improve K-12 Students’ Computational Thinking and STEM Attitudes: Systematic Review,Educational Robots Improve K-12 Students’ Computational Thinking and STEM Attitudes: Systematic Review,2021,Journal of Educational Computing Research,broad,0.6333333333333333,3,111.0,111.0,107.0,4.0,234.0,Computational thinking; Robot; Meta-analysis; Psychology; Mathematics education,p3_2020_2026
10.1016/j.ijcci.2021.100281,Machine learning for middle schoolers: Learning through data-driven design,Machine learning for middle schoolers: Learning through data-driven design,2021,International Journal of Child-Computer Interaction,broad,0.5416666666666667,3,108.0,108.0,102.0,6.45,243.0,Computer science; Psychology; Artificial intelligence; Machine learning; Mathematics education,p3_2020_2026
10.1080/14794802.2020.1852104,Characterising computational thinking in mathematics education: a literature-informed Delphi study,Characterising computational thinking in mathematics education: a literature-informed Delphi study,2021,Research in Mathematics Education,broad,0.5416666666666667,3,108.0,108.0,108.0,5.2,445.0,Mathematics education; Delphi method; Process (computing); Computer science; Psychology,p3_2020_2026
10.1007/s40299-019-00479-9,Learning Computational Thinking Without a Computer: How Computational Participation Happens in a Computational Thinking Board Game,Learning Computational Thinking Without a Computer: How Computational Participation Happens in a Computational Thinking Board Game,2020,Asia-Pacific Education Researcher,broad,0.7250000000000001,3,108.0,108.0,104.0,0.25,357.0,Computational thinking; Task (project management); Mathematics education; Computer science; Logical reasoning,p3_2020_2026
10.1186/s40594-023-00400-3,Trends and research foci of robotics-based STEM education: a systematic review from diverse angles based on the technology-based learning mo,Trends and research foci of robotics-based STEM education: a systematic review from diverse angles based on the technology-based learning model,2023,INTERNATIONAL JOURNAL OF STEM EDUCATION,broad,0.575,2,103.0,103.0,105.0,4.95,369.0,Robotics; Artificial intelligence; Educational robotics; Science education; Competence (human resources),p3_2020_2026
10.1007/s10956-019-09801-y,Integrating Computational Thinking into Elementary Science Curriculum: an Examination of Activities that Support Students’ Computational Thi,Integrating Computational Thinking into Elementary Science Curriculum: an Examination of Activities that Support Students’ Computational Thinking in the Service of Disciplinary Learning,2020,Journal of Science Education and Technology,broad,0.6333333333333333,3,99.0,99.0,99.0,4.050000000000001,444.0,Computational thinking; Curriculum; Mathematics education; Science education; Computer science,p3_2020_2026
10.1177/07356331211033158,Computational Thinking Through an Empirical Lens: A Systematic Review of Literature,Computational Thinking Through an Empirical Lens: A Systematic Review of Literature,2022,Journal of Educational Computing Research,core,0.8166666666666667,3,95.0,95.0,96.0,,290.0,Computational thinking; Computer science; CLARITY; Computational model; Meaning (existential),p3_2020_2026
10.1007/s10956-019-09802-x,Computational Thinking Integration Patterns Along the Framework Defining Computational Thinking from a Disciplinary Perspective,Computational Thinking Integration Patterns Along the Framework Defining Computational Thinking from a Disciplinary Perspective,2020,Journal of Science Education and Technology,broad,0.5416666666666667,3,95.0,95.0,79.0,1.5,303.0,Computational thinking; Discipline; Science education; Perspective (graphical); Set (abstract data type),p3_2020_2026
10.1111/bjet.13215,"Robot programming versus block play in early childhood education: Effects on computational thinking, sequencing ability, and self-regulation","Robot programming versus block play in early childhood education: Effects on computational thinking, sequencing ability, and self-regulation",2022,British Journal of Educational Technology,core,1.0,3,92.0,92.0,97.0,3.25,294.0,Block (permutation group theory); Computational thinking; Curriculum; Robot; Robotics,p3_2020_2026
10.1111/jcal.12493,STEM learning attitude predicts computational thinking skills among primary school students,STEM learning attitude predicts computational thinking skills among primary school students,2021,Journal of Computer Assisted Learning,core,0.8500000000000001,2,92.0,92.0,91.0,7.0,280.0,Exploratory factor analysis; Scale (ratio); Mathematics education; Positive attitude; Psychology,p3_2020_2026
10.1080/10494820.2018.1534245,Exploring children’s perceptions of developing twenty-first century skills through computational thinking and programming,Exploring children’s perceptions of developing twenty-first century skills through computational thinking and programming,2020,Interactive Learning Environments,core,1.0,3,92.0,92.0,89.0,,342.0,Computational thinking; Perception; Mathematics education; Computer science; 21st century skills,p3_2020_2026
10.1016/j.compedu.2021.104196,Measuring the effect of continuous professional development on elementary teachers’ self-efficacy to teach coding and computational thinking,Measuring the effect of continuous professional development on elementary teachers’ self-efficacy to teach coding and computational thinking,2021,Computers and Education,core,0.9083333333333334,3,91.0,91.0,85.0,18.35,332.0,Computational thinking; Coding (social sciences); Mathematics education; Computer science; Professional development,p3_2020_2026
10.1186/s40594-023-00434-7,Fostering computational thinking through unplugged activities: A systematic literature review and meta-analysis,Fostering computational thinking through unplugged activities: A systematic literature review and meta-analysis,2023,International Journal of STEM Education,core,1.0,3,89.0,89.0,100.0,12.0,330.0,Moderation; Computational thinking; Affordance; Meta-analysis; Psychology,p3_2020_2026
10.1016/j.compedu.2022.104445,Effect of different mind mapping approaches on primary school students’ computational thinking skills during visual programming learning,Effect of different mind mapping approaches on primary school students’ computational thinking skills during visual programming learning,2022,Computers and Education,core,1.0,3,86.0,86.0,81.0,1.5,316.0,Computational thinking; Construct (python library); Mathematics education; Computer science; Mind map,p3_2020_2026
10.1007/s10639-020-10115-5,Teacher implementation profiles for integrating computational thinking into elementary mathematics and science instruction,Teacher implementation profiles for integrating computational thinking into elementary mathematics and science instruction,2020,Education and Information Technologies,core,1.0,3,85.0,85.0,80.0,8.399999999999999,375.0,Mathematics education; Computational thinking; Science education; Cognitively Guided Instruction; Professional development,p3_2020_2026
10.1186/s41239-020-00196-0,Exploring the key influencing factors on college students’ computational thinking skills through flipped-classroom instruction,Exploring the key influencing factors on college students’ computational thinking skills through flipped-classroom instruction,2020,International Journal of Educational Technology in Higher Education,core,0.8500000000000001,2,84.0,84.0,72.0,4.8,364.0,Social connectedness; Flipped classroom; Mathematics education; Structural equation modeling; Psychology,p3_2020_2026
10.15388/infedu.2020.06,A model for developing computational thinking skills,A model for developing computational thinking skills,2020,Informatics in Education,core,1.0,3,84.0,84.0,93.0,,471.0,Computational thinking; Abstraction; Computer science; Decomposition; Generalization,p3_2020_2026
10.1177/0735633120967315,Integrating Computational Thinking Concept Into Digital Storytelling to Improve Learners’ Motivation and Performance,Integrating Computational Thinking Concept Into Digital Storytelling to Improve Learners’ Motivation and Performance,2021,Journal of Educational Computing Research,broad,0.6333333333333333,3,83.0,83.0,83.0,,378.0,Mathematics education; Storytelling; Language acquisition; Computer science; Test (biology),p3_2020_2026
10.1016/j.compedu.2022.104721,"Effect of augmented reality-based virtual educational robotics on programming students’ enjoyment of learning, computational thinking skills","Effect of augmented reality-based virtual educational robotics on programming students’ enjoyment of learning, computational thinking skills, and academic achievement",2023,Computers and Education,core,1.0,3,81.0,81.0,78.0,0.75,388.0,Scratch; Computational thinking; Computer science; Decomposition; Mathematics education,p3_2020_2026
10.1016/j.tsc.2021.100967,The mediating role of critical thinking and cooperativity in the 21st century skills of higher education students,The mediating role of critical thinking and cooperativity in the 21st century skills of higher education students,2021,Thinking Skills and Creativity,broad,0.7583333333333333,2,81.0,81.0,80.0,,399.0,Mediation; Structural equation modeling; Creativity; Critical thinking; Psychology,p3_2020_2026
10.1080/10494820.2021.1931891,Educational games promote the development of students’ computational thinking: a meta-analytic review,Educational games promote the development of students’ computational thinking: a meta-analytic review,2023,Interactive Learning Environments,core,1.0,3,80.0,80.0,79.0,,153.0,Mathematics education; Computational thinking; Psychology; Educational game; Process (computing),p3_2020_2026
10.1007/s40692-020-00177-2,Assessing computational thinking abilities among Singapore secondary students: a Rasch model measurement analysis,Assessing computational thinking abilities among Singapore secondary students: a Rasch model measurement analysis,2021,Journal of Computers in Education,core,0.8166666666666667,3,80.0,80.0,66.0,1.6,329.0,Rasch model; Ninth; Test (biology); Polytomous Rasch model; Psychology,p3_2020_2026
10.1007/s12528-021-09305-y,A scoping review of computational thinking assessments in higher education,A scoping review of computational thinking assessments in higher education,2022,Journal of Computing in Higher Education,core,1.0,3,79.0,79.0,71.0,2.6,206.0,Computational thinking; Likert scale; Empirical research; Critical thinking; Higher education,p3_2020_2026
10.1007/s10956-019-09794-8,Improving and Assessing Computational Thinking in Maker Activities: the Integration with Physics and Engineering Learning,Improving and Assessing Computational Thinking in Maker Activities: the Integration with Physics and Engineering Learning,2020,Journal of Science Education and Technology,core,0.8166666666666667,3,79.0,79.0,76.0,0.5,306.0,Decision maker; Science education; Educational technology; Mathematics education; Computational thinking,p3_2020_2026
10.1016/j.tsc.2020.100726,“Scratch”-ing computational thinking with Arduino: A meta-analysis,“Scratch”-ing computational thinking with Arduino: A meta-analysis,2020,Thinking Skills and Creativity,broad,0.7250000000000001,3,79.0,79.0,78.0,,314.0,Arduino; Scratch; Computational thinking; Psychological intervention; Meta-analysis,p3_2020_2026
10.1080/03057267.2021.1963580,A systematic review of computational thinking in science classrooms,A systematic review of computational thinking in science classrooms,2022,Studies in Science Education,core,1.0,3,78.0,78.0,79.0,3.25,376.0,Computational thinking; Science education; Mathematics education; Computer science; Set (abstract data type),p3_2020_2026
10.56294/sctconf2024659,Gamification and Computational Thinking in Education: A systematic literature review; Gamificación y pensamiento computacional en la educaci,Gamification and Computational Thinking in Education: A systematic literature review; Gamificación y pensamiento computacional en la educación: Una revisión sistemática de la literatura,2024,"Salud, Ciencia y Tecnologia - Serie de Conferencias",core,0.8166666666666667,3,77.0,77.0,86.0,,148.0,Systematic review; Computational thinking; Psychology; Mathematics education; Epistemology,p3_2020_2026
10.1016/j.compedu.2023.104794,Enhancing student's computational thinking skills with student-generated questions strategy in a game-based learning platform,Enhancing student's computational thinking skills with student-generated questions strategy in a game-based learning platform,2023,Computers and Education,core,0.8500000000000001,2,76.0,76.0,85.0,0.75,412.0,Mathematics education; Core competency; Higher-order thinking; Game based learning; Critical thinking,p3_2020_2026
10.1080/10409289.2020.1759012,Teacher’s Role in Fostering Preschoolers’ Computational Thinking: An Exploratory Case Study,Teacher’s Role in Fostering Preschoolers’ Computational Thinking: An Exploratory Case Study,2021,Early Education and Development,core,1.0,3,76.0,76.0,79.0,,161.0,Psychology; Exploratory research; Preschool education; Mathematics education; Early childhood education,p3_2020_2026
10.1007/s40299-019-00480-2,Developing Computational Thinking Skills of High School Students: Design-Based Learning Activities and Programming Tasks,Developing Computational Thinking Skills of High School Students: Design-Based Learning Activities and Programming Tasks,2020,Asia-Pacific Education Researcher,core,1.0,3,76.0,76.0,78.0,12.35,277.0,Mathematics education; Computational thinking; Test (biology); Scope (computer science); Sample (material),p3_2020_2026
10.1007/s11528-019-00461-8,Learning Computational Thinking Together: Effects of Gender Differences in Collaborative Middle School Robotics Program,Learning Computational Thinking Together: Effects of Gender Differences in Collaborative Middle School Robotics Program,2020,TechTrends,core,1.0,3,75.0,75.0,68.0,5.05,230.0,Computational thinking; Robotics; Coding (social sciences); Educational robotics; Collaborative learning,p3_2020_2026
10.1002/cae.22365,Computational thinking development through physical computing activities in STEAM education,Computational thinking development through physical computing activities in STEAM education,2021,Computer Applications in Engineering Education,core,0.8166666666666667,3,74.0,74.0,75.0,,298.0,Computational thinking; Curriculum; Computer science; Artifact (error); Mathematics education,p3_2020_2026
10.1016/j.edurev.2023.100520,Computational thinking in early childhood education: Reviewing the literature and redeveloping the three-dimensional framework,Computational thinking in early childhood education: Reviewing the literature and redeveloping the three-dimensional framework,2023,Educational Research Review,core,1.0,3,73.0,73.0,78.0,12.25,234.0,Computational thinking; Context (archaeology); Curriculum; Early childhood education; Debugging,p3_2020_2026
10.1007/s10643-022-01319-0,Classroom Play and Activities to Support Computational Thinking Development in Early Childhood,Classroom Play and Activities to Support Computational Thinking Development in Early Childhood,2023,Early Childhood Education Journal,core,1.0,3,71.0,71.0,66.0,13.55,269.0,Computational thinking; Early childhood; Logical reasoning; Mathematics education; Perspective (graphical),p3_2020_2026
10.1016/j.compedu.2022.104431,The role of feedback and guidance as intervention methods to foster computational thinking in educational robotics learning activities for p,The role of feedback and guidance as intervention methods to foster computational thinking in educational robotics learning activities for primary school,2022,Computers and Education,broad,0.6333333333333333,3,71.0,71.0,63.0,11.85,345.0,Computational thinking; Competence (human resources); Robotics; Anticipation (artificial intelligence); Intervention (counseling),p3_2020_2026
10.3390/educsci10090214,On teaching programming fundamentals and computational thinking with educational robotics: A didactic experience with pre-service teachers,On teaching programming fundamentals and computational thinking with educational robotics: A didactic experience with pre-service teachers,2020,Education Sciences,core,1.0,3,71.0,71.0,68.0,0.5,315.0,Computational thinking; Affordance; Robotics; Mathematics education; Computer science,p3_2020_2026
