doi,label,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,period
10.1007/s11528-016-0087-7,Computational Thinking for All: Pedagogical Approaches to Embedding 21st Century Problem Solving in K-12 Classrooms,Computational Thinking for All: Pedagogical Approaches to Embedding 21st Century Problem Solving in K-12 Classrooms,2016,TechTrends,core,0.8166666666666667,3,459.0,459.0,411.0,19.2,978.0,Computational thinking; Key (lock); Computer science; Curriculum; Mathematics education,p2_2013_2019
10.1016/j.chb.2015.05.047,A new way of teaching programming skills to K-12 students: Code.org,A new way of teaching programming skills to K-12 students: Code.org,2015,COMPUTERS IN HUMAN BEHAVIOR,core,0.8500000000000001,2,412.0,412.0,341.0,14.85,632.0,Mathematics education; Reflective thinking; Test (biology); Psychology; Triangulation,p2_2013_2019
10.1016/j.compedu.2019.103607,A systematic review of learning computational thinking through Scratch in K-9,A systematic review of learning computational thinking through Scratch in K-9,2019,Computers and Education,core,1.0,3,411.0,411.0,393.0,8.6,818.0,Scratch; Computational thinking; Reading (process); Computer science; Empirical research,p2_2013_2019
10.1016/j.compedu.2017.03.001,Assessing elementary students’ computational thinking in everyday reasoning and robotics programming,Assessing elementary students’ computational thinking in everyday reasoning and robotics programming,2017,Computers and Education,broad,0.6333333333333333,3,401.0,401.0,346.0,,809.0,Computational thinking; Robotics; Artificial intelligence; Curriculum; Coding (social sciences),p2_2013_2019
10.1080/08993408.2015.1033142,Designing for deeper learning in a blended computer science course for middle school students,Designing for deeper learning in a blended computer science course for middle school students,2015,Computer Science Education,core,1.0,3,391.0,391.0,311.0,8.0,629.0,Course (navigation); Computer science; Mathematics education; Blended learning; Instructional design,p2_2013_2019
10.1007/s10639-016-9482-0,Computing in the curriculum: Challenges and strategies from a teacher’s perspective,Computing in the curriculum: Challenges and strategies from a teacher’s perspective,2017,Education and Information Technologies,core,0.8166666666666667,3,339.0,339.0,260.0,34.50000000000001,628.0,Curriculum; Computational thinking; Variety (cybernetics); Mathematics education; Inclusion (mineral),p2_2013_2019
10.3102/0034654317710096,Changing a Generation’s Way of Thinking: Teaching Computational Thinking Through Programming,Changing a Generation’s Way of Thinking: Teaching Computational Thinking Through Programming,2017,Review of Educational Research,core,1.0,3,322.0,322.0,282.0,23.0,601.0,Computational thinking; Curriculum; Mathematics education; Computer science; Field (mathematics),p2_2013_2019
10.1016/j.compedu.2019.04.013,Coding as a playground: Promoting positive learning experiences in childhood classrooms,Coding as a playground: Promoting positive learning experiences in childhood classrooms,2019,Computers and Education,broad,0.6333333333333333,3,303.0,303.0,278.0,7.2,672.0,Computational thinking; Coding (social sciences); Creativity; Curriculum; Early childhood,p2_2013_2019
10.1016/j.compedu.2014.11.022,Supporting all learners in school-wide computational thinking: A cross-case qualitative analysis,Supporting all learners in school-wide computational thinking: A cross-case qualitative analysis,2015,Computers and Education,broad,0.7250000000000001,3,302.0,302.0,267.0,1.0,664.0,Computational thinking; Mathematics education; Coaching; Computer science; Qualitative analysis,p2_2013_2019
10.1145/3137065.3137069,Development of computational thinking skills through unplugged activities in primary school,Development of computational thinking skills through unplugged activities in primary school,2017,ACM International Conference Proceeding Series,core,1.0,3,281.0,281.0,243.0,14.95,498.0,Computational thinking; Mainstream; Computer science; Mathematics education; The Internet,p2_2013_2019
10.1007/s10956-016-9663-z,"Effect of Robotics on Elementary Preservice Teachers’ Self-Efficacy, Science Learning, and Computational Thinking","Effect of Robotics on Elementary Preservice Teachers’ Self-Efficacy, Science Learning, and Computational Thinking",2017,Journal of Science Education and Technology,core,1.0,3,258.0,258.0,228.0,6.75,507.0,Computational thinking; Robotics; Science education; Mathematics education; Artificial intelligence,p2_2013_2019
10.1007/s10956-016-9628-2,"Using Robotics and Game Design to Enhance Children’s Self-Efficacy, STEM Attitudes, and Computational Thinking Skills","Using Robotics and Game Design to Enhance Children’s Self-Efficacy, STEM Attitudes, and Computational Thinking Skills",2016,Journal of Science Education and Technology,core,1.0,3,253.0,253.0,232.0,2.25,673.0,Computational thinking; Robotics; Artificial intelligence; Context (archaeology); Educational robotics,p2_2013_2019
10.1016/j.ijcci.2018.06.005,Robotics and computational thinking in primary school,Robotics and computational thinking in primary school,2018,International Journal of Child-Computer Interaction,core,1.0,3,244.0,244.0,201.0,,520.0,Computational thinking; Robotics; Educational robotics; Artificial intelligence; Mathematics education,p2_2013_2019
10.1016/j.compedu.2017.09.004,Analysis of the relation between computational thinking skills and various variables with the structural equation model,Analysis of the relation between computational thinking skills and various variables with the structural equation model,2018,Computers and Education,core,1.0,3,234.0,234.0,200.0,,632.0,Structural equation modeling; Computational thinking; Class (philosophy); Mathematics education; Relation (database),p2_2013_2019
10.1186/s41239-017-0080-z,Computational thinking development through creative programming in higher education,Computational thinking development through creative programming in higher education,2017,International Journal of Educational Technology in Higher Education,broad,0.5416666666666667,3,226.0,226.0,201.0,28.9,627.0,Computational thinking; Creative problem-solving; Computer science; Context (archaeology); Mathematics education,p2_2013_2019
10.1016/j.compedu.2018.10.005,Learning to code or coding to learn? A systematic review,Learning to code or coding to learn? A systematic review,2019,COMPUTERS & EDUCATION,broad,0.5416666666666667,3,224.0,224.0,201.0,5.85,565.0,Coding (social sciences); Curriculum; Thematic analysis; Computer science; Mathematics education,p2_2013_2019
10.1016/j.chb.2017.12.005,Exploring the computational thinking effects in pre-university education,Exploring the computational thinking effects in pre-university education,2018,Computers in Human Behavior,core,1.0,3,222.0,222.0,186.0,7.5,671.0,Computational thinking; Coding (social sciences); Toolbox; Computer science; Critical thinking,p2_2013_2019
10.1007/s40692-019-00147-3,Coding as another language: a pedagogical approach for teaching computer science in early childhood,Coding as another language: a pedagogical approach for teaching computer science in early childhood,2019,Journal of Computers in Education,broad,0.5416666666666667,3,203.0,203.0,179.0,6.85,381.0,Computational thinking; Coding (social sciences); Curriculum; Computer science; Mathematics education,p2_2013_2019
10.1037/edu0000314,The cognitive benefits of learning computer programming: A meta-analysis of transfer effects,The cognitive benefits of learning computer programming: A meta-analysis of transfer effects,2019,Journal of Educational Psychology,broad,0.6666666666666667,2,184.0,184.0,160.0,273.8999999999997,398.0,Moderation; Psychology; Metacognition; Creativity; Popularity,p2_2013_2019
10.1007/978-3-319-52691-1_13,Computational Thinking in Teacher Education,Computational Thinking in Teacher Education,2017,"EMERGING RESEARCH, PRACTICE, AND POLICY ON COMPUTATIONAL THINKING",core,0.9083333333333334,3,179.0,179.0,165.0,9.0,412.0,Computational thinking; Mathematics education; Set (abstract data type); Context (archaeology); Inclusion (mineral),p2_2013_2019
10.1007/s11251-017-9421-5,The effects of computer programming on high school students’ reasoning skills and mathematical self-efficacy and problem solving,The effects of computer programming on high school students’ reasoning skills and mathematical self-efficacy and problem solving,2017,Instructional Science,broad,0.575,2,175.0,175.0,139.0,28.45,410.0,Mathematics education; Educational psychology; Self-efficacy; Significant difference; Control (management),p2_2013_2019
10.1007/s10956-015-9552-x,Comparing Virtual and Physical Robotics Environments for Supporting Complex Systems and Computational Thinking,Comparing Virtual and Physical Robotics Environments for Supporting Complex Systems and Computational Thinking,2015,Journal of Science Education and Technology,core,1.0,3,175.0,175.0,161.0,2.25,355.0,Computational thinking; Robotics; Perspective (graphical); Artificial intelligence; Computer science,p2_2013_2019
10.1007/s11528-018-0292-7,Developing Computational Thinking with Educational Technologies for Young Learners,Developing Computational Thinking with Educational Technologies for Young Learners,2018,TechTrends,broad,0.5416666666666667,3,172.0,172.0,146.0,12.2,418.0,Computational thinking; Educational technology; Computer science; Selection (genetic algorithm); Mathematics education,p2_2013_2019
10.4324/9781315398945,Coding as a playground: Programming and computational thinking in the early childhood classroom,Coding as a playground: Programming and computational thinking in the early childhood classroom,2017,,broad,0.5416666666666667,3,166.0,166.0,165.0,94.35000000000002,82.0,Coding (social sciences); Computer science; Psychology; Sociology; Social science,p2_2013_2019
10.1145/2700517,Scalable game design: A strategy to bring systemic computer science education to schools through game design and simulation creation,Scalable game design: A strategy to bring systemic computer science education to schools through game design and simulation creation,2015,ACM Transactions on Computing Education,core,1.0,3,166.0,166.0,155.0,4.0,386.0,Computational thinking; Curriculum; Mathematics education; Computer science; 21st century skills,p2_2013_2019
10.1007/s10639-018-9729-z,Exploring the potentials of educational robotics in the development of computational thinking: A summary of current research and practical p,Exploring the potentials of educational robotics in the development of computational thinking: A summary of current research and practical proposal for future work,2018,Education and Information Technologies,core,0.9083333333333334,3,163.0,163.0,151.0,,419.0,Robotics; Educational robotics; Artificial intelligence; Computational thinking; Argument (complex analysis),p2_2013_2019
10.1111/bjet.12355,Computing education in children's early years: A call for debate,Computing education in children's early years: A call for debate,2017,British Journal of Educational Technology,core,1.0,3,162.0,162.0,148.0,25.0,364.0,Pace; Curriculum; Logo (programming language); Computational thinking; Focus (optics),p2_2013_2019
10.1016/j.chb.2018.11.038,Improving students' understanding of basic programming concepts through visual programming language: The role of self-efficacy,Improving students' understanding of basic programming concepts through visual programming language: The role of self-efficacy,2019,COMPUTERS IN HUMAN BEHAVIOR,broad,0.5416666666666667,3,158.0,158.0,135.0,1.0,355.0,Computer science; Mathematics education; Visual programming language; First-generation programming language; Test (biology),p2_2013_2019
10.3916/c59-2019-06,Robotics to develop computational thinking in early Childhood Education; Robótica para desarrollar el pensamiento computacional en Educación,Robotics to develop computational thinking in early Childhood Education; Robótica para desarrollar el pensamiento computacional en Educación Infantil,2019,Comunicar,core,1.0,3,156.0,156.0,130.0,3.75,486.0,Computational thinking; Robotics; Artificial intelligence; Educational robotics; Debugging,p2_2013_2019
10.1111/jcal.12155,An analysis of young students' thinking when completing basic coding tasks using Scratch Jnr. On the iPad,An analysis of young students' thinking when completing basic coding tasks using Scratch Jnr. On the iPad,2016,Journal of Computer Assisted Learning,core,1.0,3,156.0,156.0,144.0,2.5,322.0,Computational thinking; Curriculum; Mathematics education; Higher-order thinking; Numeracy,p2_2013_2019
10.1145/2818314.2818328,A pilot computer science and programming course for primary school students,A pilot computer science and programming course for primary school students,2015,ACM International Conference Proceeding Series,core,1.0,3,154.0,154.0,98.0,11.7,172.0,Computational thinking; Presentation (obstetrics); Computer science; Curriculum; Mathematics education,p2_2013_2019
10.1016/j.chb.2019.01.008,Exploring children's learning experience in constructionism-based coding activities through design-based research,Exploring children's learning experience in constructionism-based coding activities through design-based research,2019,Computers in Human Behavior,broad,0.6666666666666667,2,151.0,151.0,136.0,5.2,554.0,Constructionism; Coding (social sciences); Psychology; Artifact (error); Cognition,p2_2013_2019
10.1007/s11257-017-9187-0,Learner modeling for adaptive scaffolding in a Computational Thinking-based science learning environment,Learner modeling for adaptive scaffolding in a Computational Thinking-based science learning environment,2017,User Modeling and User-Adapted Interaction,broad,0.7250000000000001,3,150.0,150.0,142.0,5.35,376.0,Computer science; Computational thinking; Learning environment; Task (project management); Scaffold,p2_2013_2019
10.1007/s11528-016-0098-4,Computational Thinking and Media & Information Literacy: An Integrated Approach to Teaching Twenty-First Century Skills,Computational Thinking and Media & Information Literacy: An Integrated Approach to Teaching Twenty-First Century Skills,2016,TechTrends,broad,0.5416666666666667,3,148.0,148.0,154.0,12.7,532.0,Computational thinking; Media literacy; Mathematics education; Educational technology; Information literacy,p2_2013_2019
10.1007/s11528-015-0840-3,Exploring Issues About Computational Thinking in Higher Education,Exploring Issues About Computational Thinking in Higher Education,2015,TechTrends,core,0.9083333333333334,3,147.0,147.0,117.0,0.5,425.0,Computational thinking; Curriculum; Set (abstract data type); Mathematics education; Field (mathematics),p2_2013_2019
10.1007/s10758-017-9328-x,Introducing Computational Thinking to Young Learners: Practicing Computational Perspectives Through Embodiment in Mathematics Education,Introducing Computational Thinking to Young Learners: Practicing Computational Perspectives Through Embodiment in Mathematics Education,2017,"Technology, Knowledge and Learning",broad,0.6333333333333333,3,143.0,143.0,132.0,1.5,551.0,Computational thinking; Mathematics education; Perspective (graphical); Embodied cognition; Set (abstract data type),p2_2013_2019
10.1145/3104982,Developing computational thinking through a virtual robotics programming curriculum,Developing computational thinking through a virtual robotics programming curriculum,2017,ACM Transactions on Computing Education,broad,0.6333333333333333,3,143.0,143.0,106.0,6.5,298.0,Computational thinking; Robotics; Curriculum; Artificial intelligence; Computer science,p2_2013_2019
10.28945/3768,THE impact of user interface on young children's computational thinking,THE impact of user interface on young children's computational thinking,2017,Journal of Information Technology Education: Innovations in Practice,broad,0.6333333333333333,3,143.0,143.0,108.0,3.0,183.0,Computational thinking; Affordance; Popularity; Coding (social sciences); Interpersonal communication,p2_2013_2019
10.1145/2684721.2684736,Integrating computational thinking across the K-8 curriculum,Integrating computational thinking across the K-8 curriculum,2014,ACM Inroads,broad,0.6333333333333333,3,135.0,135.0,111.0,5.0,182.0,Citation; Code (set theory); Library science; Computational thinking; Computer science,p2_2013_2019
10.1007/s10956-019-09799-3,A Scoping Review of Empirical Research on Recent Computational Thinking Assessments,A Scoping Review of Empirical Research on Recent Computational Thinking Assessments,2019,Journal of Science Education and Technology,core,1.0,3,132.0,132.0,133.0,1.75,313.0,Computational thinking; Curriculum; Globe; Computer science; Psychological intervention,p2_2013_2019
10.1080/15391523.2016.1146563,Robotic construction kits as computational manipulatives for learning in the STEM disciplines,Robotic construction kits as computational manipulatives for learning in the STEM disciplines,2016,Journal of Research on Technology in Education,broad,0.6333333333333333,3,132.0,132.0,118.0,3.2,305.0,Computational thinking; Artificial intelligence; Computer science; Robotics; Constructionism,p2_2013_2019
10.1016/j.ijcci.2018.06.004,Can computational talent be detected? Predictive validity of the Computational Thinking Test,Can computational talent be detected? Predictive validity of the Computational Thinking Test,2018,International Journal of Child-Computer Interaction,broad,0.6333333333333333,3,129.0,129.0,109.0,21.3,446.0,Computational thinking; Test (biology); JavaScript; Coding (social sciences); Computer science,p2_2013_2019
10.1177/0022487117732317,"Preparing Teachers to Engage Rural Students in Computational Thinking Through Robotics, Game Design, and Culturally Responsive Teaching","Preparing Teachers to Engage Rural Students in Computational Thinking Through Robotics, Game Design, and Culturally Responsive Teaching",2018,Journal of Teacher Education,broad,0.7250000000000001,3,128.0,128.0,122.0,8.0,548.0,Robotics; Computational thinking; Context (archaeology); Educational robotics; Mathematics education,p2_2013_2019
10.1007/978-981-13-6528-7,Computational Thinking Education,Computational Thinking Education,2019,,broad,0.7250000000000001,3,126.0,126.0,115.0,19.95,813.0,Computational thinking; Abstraction; Process (computing); Natural (archaeology); Computer science,p2_2013_2019
10.1145/2839509.2844564,Factors influencing computer science learning in middle school,Factors influencing computer science learning in middle school,2016,,core,1.0,3,126.0,126.0,77.0,,183.0,Curriculum; Mathematics education; Computational thinking; Computer science; Empirical research,p2_2013_2019
10.1145/2818314.2818315,"Relationships: Computational thinking, Pedagogy of programming, And bloom's taxonomy","Relationships: Computational thinking, Pedagogy of programming, And bloom's taxonomy",2015,ACM International Conference Proceeding Series,core,1.0,3,118.0,118.0,97.0,20.5,380.0,Computational thinking; Computer science; Taxonomy (biology); Cognition; Mathematics education,p2_2013_2019
10.1016/j.ijcci.2014.06.003,CTArcade: Computational thinking with games in school age children,CTArcade: Computational thinking with games in school age children,2014,International Journal of Child-Computer Interaction,core,1.0,3,118.0,118.0,114.0,1.0,559.0,Computational thinking; Computer science; Mathematics education; Process (computing); Game mechanics,p2_2013_2019
10.1145/3017680.3017779,Assessing computational thinking in CS unplugged activities,Assessing computational thinking in CS unplugged activities,2017,PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'17),broad,0.6666666666666667,2,117.0,117.0,68.0,3.0,260.0,Computational thinking; Computer science; Taxonomy (biology); Curriculum; Component (thermodynamics),p2_2013_2019
10.1177/0735633117743918,Computational Thinking Equity in Elementary Classrooms: What Third-Grade Students Know and Can Do,Computational Thinking Equity in Elementary Classrooms: What Third-Grade Students Know and Can Do,2019,Journal of Educational Computing Research,broad,0.7250000000000001,3,109.0,109.0,108.0,,430.0,Computational thinking; Mathematics education; Creativity; Critical thinking; Coding (social sciences),p2_2013_2019
10.1007/978-981-13-6528-7_3,"MIT App Inventor: Objectives, Design, and Development","MIT App Inventor: Objectives, Design, and Development",2019,,broad,0.6333333333333333,3,108.0,108.0,100.0,,180.0,Computer science; Mobile apps; Key (lock); Computational thinking; Development (topology),p2_2013_2019
10.1007/s11528-018-0295-4,Coding in K-8: International Trends in Teaching Elementary/Primary Computing,Coding in K-8: International Trends in Teaching Elementary/Primary Computing,2019,TechTrends,broad,0.5416666666666667,3,105.0,105.0,100.0,15.55,187.0,Mathematics education; Coding (social sciences); Computer science; School teachers; Teaching method,p2_2013_2019
10.1007/978-3-319-24258-3_2,Developing mathematical thinking with scratch an experiment with 6th grade students,Developing mathematical thinking with scratch an experiment with 6th grade students,2015,Lecture Notes in Computer Science,broad,0.6333333333333333,3,105.0,105.0,92.0,1.0,162.0,Scratch; Computer science; Computational thinking; Coding (social sciences); Variety (cybernetics),p2_2013_2019
10.1016/j.ijcci.2018.10.004,Assessing computational thinking process using a multiple evaluation approach,Assessing computational thinking process using a multiple evaluation approach,2019,International Journal of Child-Computer Interaction,broad,0.6333333333333333,3,104.0,104.0,89.0,12.15,452.0,Computational thinking; Process (computing); Context (archaeology); Computer science; Metacognition,p2_2013_2019
10.1108/ijilt-09-2016-0048,"Artificial intelligence, computational thinking, and mathematics education","Artificial intelligence, computational thinking, and mathematics education",2017,International Journal of Information and Learning Technology,broad,0.6333333333333333,3,103.0,103.0,95.0,3.3000000000000003,419.0,Computational thinking; Sociocultural evolution; Agency (philosophy); Value (mathematics); Perception,p2_2013_2019
10.1007/978-3-319-41713-4_49,Computational thinking as an emerging competence domain,Computational thinking as an emerging competence domain,2017,Technical and Vocational Education and Training,core,1.0,3,101.0,101.0,108.0,3.0,273.0,Computational thinking; Competence (human resources); Vocational education; Mathematics education; Critical thinking,p2_2013_2019
10.1016/j.jmathb.2017.06.004,Reflective abstraction in computational thinking,Reflective abstraction in computational thinking,2017,Journal of Mathematical Behavior,broad,0.6333333333333333,3,101.0,101.0,83.0,0.5,406.0,Abstraction; Computational thinking; Construct (python library); Bridge (graph theory); Mathematics education,p2_2013_2019
10.15388/informatica.2017.119,Developing a Two-Dimensional Categorization System for Educational Tasks in Informatics,Developing a Two-Dimensional Categorization System for Educational Tasks in Informatics,2017,Informatica (Netherlands),core,1.0,3,100.0,100.0,62.0,,141.0,Computational thinking; Categorization; Computer science; Informatics; Curriculum,p2_2013_2019
10.1007/978-3-319-46747-4_3,It’s computational thinking! bebras tasks in the curriculum,It’s computational thinking! bebras tasks in the curriculum,2016,Lecture Notes in Computer Science,core,0.8500000000000001,2,98.0,98.0,94.0,3.0,192.0,Computational thinking; CONTEST; Computer science; Task (project management); Informatics,p2_2013_2019
10.1111/jcal.12348,Analysing computational thinking in collaborative programming: A quantitative ethnography approach,Analysing computational thinking in collaborative programming: A quantitative ethnography approach,2019,Journal of Computer Assisted Learning,broad,0.7250000000000001,3,97.0,97.0,97.0,,181.0,Computational thinking; Computer science; Competence (human resources); Collaborative learning; Ethnography,p2_2013_2019
10.1007/978-3-319-93566-9_8,Computational thinking in K-12: In-service teacher perceptions of computational thinking,Computational thinking in K-12: In-service teacher perceptions of computational thinking,2018,,broad,0.6333333333333333,3,97.0,97.0,94.0,,176.0,Computational thinking; Context (archaeology); Set (abstract data type); Mathematics education; Discipline,p2_2013_2019
10.1007/s11858-019-01096-y,STEM education in the primary years to support mathematical thinking: using coding to identify mathematical structures and patterns,STEM education in the primary years to support mathematical thinking: using coding to identify mathematical structures and patterns,2019,ZDM - International Journal on Mathematics Education,broad,0.6333333333333333,3,96.0,96.0,91.0,,323.0,Computational thinking; Curriculum; Coding (social sciences); Mathematics education; Computer science,p2_2013_2019
10.1145/2670757.2670767,Introducing teachers to computational thinking using unplugged storytelling,Introducing teachers to computational thinking using unplugged storytelling,2014,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,93.0,93.0,72.0,6.0,151.0,Storytelling; Syllabus; Computational thinking; Computer science; Mathematics education,p2_2013_2019
10.1016/j.addma.2016.08.002,Preparing industry for additive manufacturing and its applications: Summary & recommendations from a National Science Foundation workshop,Preparing industry for additive manufacturing and its applications: Summary & recommendations from a National Science Foundation workshop,2017,Additive Manufacturing,broad,0.5166666666666667,1,92.0,92.0,99.0,5.0,391.0,Workforce; Process (computing); Engineering management; Government (linguistics); Flexibility (engineering),p2_2013_2019
10.1007/s10639-017-9675-1,Enhancing future K-8 teachers’ computational thinking skills through modeling and simulations,Enhancing future K-8 teachers’ computational thinking skills through modeling and simulations,2018,Education and Information Technologies,core,1.0,3,91.0,91.0,81.0,2.85,232.0,Computational thinking; Coding (social sciences); Computer science; Mathematics education; Animation,p2_2013_2019
10.1145/3105910,A framework for using hypothesis-driven approaches to support data-driven learning analytics in measuring computational thinking in block-ba,A framework for using hypothesis-driven approaches to support data-driven learning analytics in measuring computational thinking in block-based programming environments,2017,ACM Transactions on Computing Education,core,0.9083333333333334,3,91.0,91.0,90.0,,310.0,Computational thinking; Computer science; Block (permutation group theory); Context (archaeology); Learning analytics,p2_2013_2019
10.1007/s10956-017-9709-x,How Does the Degree of Guidance Support Students' Metacognitive and Problem Solving Skills in Educational Robotics?,How Does the Degree of Guidance Support Students' Metacognitive and Problem Solving Skills in Educational Robotics?,2018,JOURNAL OF SCIENCE EDUCATION AND TECHNOLOGY,core,1.0,3,90.0,90.0,80.0,1.5,239.0,Metacognition; Context (archaeology); Mathematics education; Psychology; Computational thinking,p2_2013_2019
10.15388/infedu.2018.05,Computational thinking in primary school: An examination of abstraction and decomposition in different age groups,Computational thinking in primary school: An examination of abstraction and decomposition in different age groups,2018,Informatics in Education,core,1.0,3,90.0,90.0,82.0,3.0,275.0,Computational thinking; Abstraction; Mathematics education; Psychology; Task (project management),p2_2013_2019
10.1016/j.chb.2016.07.017,The impact of social factors on pair programming in a primary school,The impact of social factors on pair programming in a primary school,2016,Computers in Human Behavior,broad,0.6333333333333333,3,90.0,90.0,90.0,,176.0,General partnership; Significant difference; Psychology; Mathematics education; Social psychology,p2_2013_2019
10.1080/08993408.2017.1308651,Understanding problem solving behavior of 6–8 graders in a debugging game,Understanding problem solving behavior of 6–8 graders in a debugging game,2017,Computer Science Education,core,0.8166666666666667,3,89.0,89.0,87.0,,163.0,Debugging; Computer science; Perspective (graphical); Algorithmic program debugging; Programming language,p2_2013_2019
10.1145/3364510.3364521,A systematic review of computational thinking approach for programming education in higher education institutions,A systematic review of computational thinking approach for programming education in higher education institutions,2019,ACM International Conference Proceeding Series,broad,0.7250000000000001,3,88.0,88.0,86.0,,279.0,Computational thinking; Context (archaeology); Computer science; Inclusion (mineral); Higher education,p2_2013_2019
10.1016/j.compedu.2019.103633,Can playing a video game foster computational thinking skills?,Can playing a video game foster computational thinking skills?,2019,Computers and Education,core,1.0,3,87.0,87.0,81.0,,316.0,Computational thinking; Video game; Computer science; Mathematics education; Cognition,p2_2013_2019
10.1007/s11251-018-9453-5,Debugging during block-based programming,Debugging during block-based programming,2018,Instructional Science,broad,0.7250000000000001,3,86.0,86.0,74.0,1.25,143.0,Debugging; Block (permutation group theory); Computer science; Educational psychology; Programming language,p2_2013_2019
10.1177/1475725716659252,A Call for Computational Thinking in Undergraduate Psychology,A Call for Computational Thinking in Undergraduate Psychology,2016,Psychology Learning and Teaching,core,1.0,3,86.0,86.0,68.0,0.25,175.0,Computational thinking; Curriculum; Mathematics education; Computer science; Psychology,p2_2013_2019
10.30935/cet.554493,"Computational thinking, programming self-efficacy, problem solving and experiences in the programming process conducted with robotic activit","Computational thinking, programming self-efficacy, problem solving and experiences in the programming process conducted with robotic activities",2019,Contemporary Educational Technology,core,1.0,3,83.0,83.0,71.0,,244.0,Computational thinking; Mathematics education; Self-efficacy; Critical thinking; Process (computing),p2_2013_2019
10.2991/ict4s-14.2014.28,From computational thinking to systems thinking: A conceptual toolkit for sustainability computing,From computational thinking to systems thinking: A conceptual toolkit for sustainability computing,2014,,broad,0.5416666666666667,3,83.0,83.0,74.0,3.0,203.0,Computational thinking; Transformational leadership; Sustainability; Computer science; Critical systems thinking,p2_2013_2019
